captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band
CPT122303,30-01-2026 10:00,Delhi,ERickshaw,fos_field,DEL-Z05,low,mr,35-44
CPT117835,30-01-2026 10:04,Pune,Cab,fos_field,PUN-Z03,low,hi,25-34
CPT109664,30-01-2026 10:04,Pune,Auto,organic_app,PUN-Z05,low,en,35-44
CPT121104,30-01-2026 10:05,Hyderabad,Auto,fos_field,HYD-Z23,mid,kn,35-44
CPT120818,30-01-2026 10:05,Hyderabad,Auto,fos_field,HYD-Z02,high,en,45+
CPT110696,30-01-2026 10:20,Delhi,ERickshaw,organic_app,DEL-Z12,low,te,25-34
CPT111872,30-01-2026 10:26,Delhi,Auto,paid_digital,DEL-Z21,low,kn,25-34
CPT120031,30-01-2026 10:26,Hyderabad,Cab,gc_telecalling,HYD-Z11,mid,te,18-24
CPT112849,30-01-2026 10:26,Hyderabad,Auto,fos_field,HYD-Z20,low,en,35-44
CPT123236,30-01-2026 10:44,Bangalore,Cab,referral,BAN-Z14,high,hi,35-44
CPT117716,30-01-2026 10:52,Delhi,Cab,organic_app,DEL-Z14,mid,en,25-34
CPT119386,30-01-2026 11:05,Bangalore,Cab,fos_field,BAN-Z15,high,en,18-24
CPT119536,30-01-2026 11:13,Pune,Auto,organic_app,PUN-Z04,mid,kn,25-34
CPT112504,30-01-2026 11:15,Pune,Auto,fos_field,PUN-Z21,mid,kn,25-34
CPT114488,30-01-2026 11:22,Hyderabad,Cab,fos_field,HYD-Z10,high,hi,35-44
CPT116092,30-01-2026 11:25,Hyderabad,Cab,referral,HYD-Z12,mid,hi,45+
CPT108471,30-01-2026 11:25,Bangalore,Cab,fos_field,BAN-Z18,mid,te,35-44
CPT123123,30-01-2026 11:27,Pune,ERickshaw,fos_field,PUN-Z16,mid,hi,25-34
CPT117474,30-01-2026 11:32,Hyderabad,Cab,paid_digital,HYD-Z17,low,en,25-34
CPT123891,30-01-2026 11:33,Delhi,Cab,referral,DEL-Z12,low,en,18-24
CPT103406,30-01-2026 11:33,Bangalore,ERickshaw,referral,BAN-Z12,low,mr,25-34
CPT106532,30-01-2026 11:44,Hyderabad,Cab,paid_digital,HYD-Z10,low,en,18-24
CPT116750,30-01-2026 11:46,Hyderabad,Cab,referral,HYD-Z17,high,kn,35-44
CPT118049,30-01-2026 11:53,Hyderabad,ERickshaw,paid_digital,HYD-Z24,mid,kn,35-44
CPT114417,30-01-2026 11:55,Bangalore,Auto,organic_app,BAN-Z02,mid,hi,35-44
CPT119329,30-01-2026 12:01,Bangalore,Cab,paid_digital,BAN-Z11,high,hi,25-34
CPT123734,30-01-2026 12:04,Delhi,Cab,organic_app,DEL-Z11,mid,hi,18-24
CPT112228,30-01-2026 12:12,Delhi,Auto,organic_app,DEL-Z10,low,mr,25-34
CPT120574,30-01-2026 12:13,Pune,Auto,paid_digital,PUN-Z09,mid,te,45+
CPT114509,30-01-2026 12:14,Bangalore,ERickshaw,paid_digital,BAN-Z04,mid,en,25-34
CPT110738,30-01-2026 12:14,Delhi,ERickshaw,organic_app,DEL-Z08,low,te,18-24
CPT115839,30-01-2026 12:22,Pune,Cab,referral,PUN-Z02,mid,mr,18-24
CPT118570,30-01-2026 12:29,Bangalore,Auto,organic_app,BAN-Z11,low,en,35-44
CPT116139,30-01-2026 12:45,Bangalore,Auto,paid_digital,BAN-Z04,low,hi,18-24
CPT101011,30-01-2026 12:47,Delhi,Auto,organic_app,DEL-Z01,low,en,18-24
CPT111514,30-01-2026 12:53,Hyderabad,Auto,fos_field,HYD-Z15,low,mr,25-34
CPT107290,30-01-2026 13:03,Delhi,Auto,fos_field,DEL-Z01,mid,en,35-44
CPT119079,30-01-2026 13:16,Bangalore,ERickshaw,fos_field,BAN-Z13,low,kn,35-44
CPT110898,30-01-2026 13:18,Delhi,Auto,organic_app,DEL-Z11,mid,mr,45+
CPT117982,30-01-2026 13:20,Hyderabad,Cab,gc_telecalling,HYD-Z07,low,kn,35-44
CPT104042,30-01-2026 13:23,Delhi,Auto,organic_app,DEL-Z04,mid,hi,25-34
CPT122104,30-01-2026 13:31,Bangalore,Cab,organic_app,BAN-Z13,mid,mr,25-34
CPT114679,30-01-2026 13:32,Bangalore,Auto,referral,BAN-Z16,high,te,25-34
CPT115648,30-01-2026 13:50,Hyderabad,Cab,fos_field,HYD-Z16,mid,hi,35-44
CPT120002,30-01-2026 13:51,Delhi,ERickshaw,organic_app,DEL-Z09,low,kn,35-44
CPT107827,30-01-2026 13:54,Delhi,ERickshaw,organic_app,DEL-Z08,mid,hi,45+
CPT121433,30-01-2026 13:56,Hyderabad,Cab,gc_telecalling,HYD-Z07,low,en,18-24
CPT101951,30-01-2026 14:02,Bangalore,Cab,organic_app,BAN-Z17,low,mr,35-44
CPT117083,30-01-2026 14:26,Delhi,Cab,referral,DEL-Z16,mid,en,35-44
CPT100739,30-01-2026 14:34,Delhi,Auto,gc_telecalling,DEL-Z15,mid,hi,45+
CPT112866,30-01-2026 14:35,Hyderabad,Cab,referral,HYD-Z10,high,te,18-24
CPT112840,30-01-2026 14:35,Pune,Auto,paid_digital,PUN-Z08,low,te,18-24
CPT110600,30-01-2026 14:40,Hyderabad,Cab,organic_app,HYD-Z02,low,hi,35-44
CPT116274,30-01-2026 14:40,Bangalore,Cab,referral,BAN-Z19,low,mr,35-44
CPT109625,30-01-2026 14:58,Hyderabad,Cab,organic_app,HYD-Z15,mid,kn,25-34
CPT106194,30-01-2026 15:01,Pune,Auto,fos_field,PUN-Z04,low,mr,25-34
CPT109706,30-01-2026 15:03,Hyderabad,Cab,gc_telecalling,HYD-Z04,low,te,35-44
CPT115657,30-01-2026 15:13,Delhi,Auto,referral,DEL-Z12,low,hi,25-34
CPT100079,30-01-2026 15:27,Pune,Auto,organic_app,PUN-Z08,low,te,35-44
CPT105424,30-01-2026 15:28,Bangalore,Auto,referral,BAN-Z22,mid,en,25-34
CPT114003,30-01-2026 15:33,Hyderabad,Cab,referral,HYD-Z18,high,mr,25-34
CPT118767,30-01-2026 15:38,Pune,Cab,paid_digital,PUN-Z04,low,hi,25-34
CPT123395,30-01-2026 15:38,Bangalore,Auto,fos_field,BAN-Z15,low,hi,45+
CPT111063,30-01-2026 15:43,Bangalore,ERickshaw,referral,BAN-Z16,low,mr,25-34
CPT113247,30-01-2026 15:51,Pune,Cab,organic_app,PUN-Z14,high,mr,45+
CPT110811,30-01-2026 15:54,Hyderabad,Auto,paid_digital,HYD-Z21,mid,en,25-34
CPT119311,30-01-2026 16:09,Hyderabad,Auto,referral,HYD-Z07,low,te,25-34
CPT100549,30-01-2026 16:11,Delhi,ERickshaw,paid_digital,DEL-Z15,low,mr,25-34
CPT123515,30-01-2026 16:20,Pune,Auto,referral,PUN-Z04,mid,en,25-34
CPT109185,30-01-2026 16:22,Pune,ERickshaw,fos_field,PUN-Z24,mid,te,18-24
CPT101574,30-01-2026 16:32,Pune,Auto,organic_app,PUN-Z18,low,te,25-34
CPT113989,30-01-2026 16:40,Delhi,ERickshaw,paid_digital,DEL-Z01,mid,mr,25-34
CPT113073,30-01-2026 16:44,Pune,Auto,referral,PUN-Z07,low,hi,45+
CPT124587,30-01-2026 16:59,Delhi,Cab,organic_app,DEL-Z14,low,hi,45+
CPT110068,30-01-2026 16:59,Pune,Auto,organic_app,PUN-Z24,mid,hi,18-24
CPT122188,30-01-2026 17:01,Hyderabad,Auto,fos_field,HYD-Z10,low,mr,25-34
CPT106886,30-01-2026 17:01,Bangalore,Cab,organic_app,BAN-Z18,low,kn,18-24
CPT112001,30-01-2026 17:09,Pune,Cab,organic_app,PUN-Z23,low,en,25-34
CPT116387,30-01-2026 17:10,Hyderabad,Cab,fos_field,HYD-Z12,mid,kn,45+
CPT122241,30-01-2026 17:19,Hyderabad,ERickshaw,referral,HYD-Z09,low,hi,35-44
CPT123482,30-01-2026 17:24,Bangalore,Cab,referral,BAN-Z08,mid,mr,25-34
CPT101799,30-01-2026 17:25,Delhi,ERickshaw,fos_field,DEL-Z19,low,mr,25-34
CPT117480,30-01-2026 17:27,Bangalore,Cab,referral,BAN-Z19,mid,kn,25-34
CPT108274,30-01-2026 17:34,Delhi,ERickshaw,referral,DEL-Z12,mid,hi,35-44
CPT120543,30-01-2026 17:40,Delhi,ERickshaw,referral,DEL-Z17,low,en,35-44
CPT117516,30-01-2026 17:44,Hyderabad,Auto,organic_app,HYD-Z13,low,en,35-44
CPT117548,30-01-2026 17:51,Bangalore,ERickshaw,organic_app,BAN-Z23,low,te,18-24
CPT111808,30-01-2026 17:56,Hyderabad,Auto,referral,HYD-Z20,low,te,35-44
CPT120205,30-01-2026 18:01,Delhi,Auto,gc_telecalling,DEL-Z18,low,hi,18-24
CPT106001,30-01-2026 18:16,Bangalore,Auto,referral,BAN-Z20,low,en,35-44
CPT109082,30-01-2026 18:22,Hyderabad,Auto,organic_app,HYD-Z04,mid,en,35-44
CPT102557,30-01-2026 18:32,Pune,Auto,organic_app,PUN-Z21,mid,kn,25-34
CPT114351,30-01-2026 18:34,Delhi,ERickshaw,gc_telecalling,DEL-Z16,mid,mr,25-34
CPT105551,30-01-2026 18:38,Hyderabad,Auto,paid_digital,HYD-Z12,mid,mr,25-34
CPT104734,30-01-2026 18:38,Delhi,Auto,organic_app,DEL-Z14,low,te,35-44
CPT113293,30-01-2026 18:54,Hyderabad,Cab,referral,HYD-Z02,mid,te,25-34
CPT119376,30-01-2026 19:01,Delhi,ERickshaw,organic_app,DEL-Z08,mid,en,35-44
CPT119590,30-01-2026 19:06,Bangalore,Auto,fos_field,BAN-Z19,low,kn,25-34
CPT102912,30-01-2026 19:18,Bangalore,Auto,fos_field,BAN-Z20,mid,en,25-34
CPT103844,30-01-2026 19:34,Delhi,Cab,fos_field,DEL-Z16,low,hi,25-34
CPT110090,30-01-2026 19:37,Delhi,ERickshaw,paid_digital,DEL-Z11,low,te,18-24
CPT107270,30-01-2026 19:54,Bangalore,Cab,organic_app,BAN-Z09,mid,hi,45+
CPT111940,30-01-2026 19:57,Hyderabad,ERickshaw,referral,HYD-Z18,low,mr,25-34
CPT114330,30-01-2026 20:07,Hyderabad,Cab,organic_app,HYD-Z08,high,hi,45+
CPT111839,30-01-2026 20:08,Pune,Cab,paid_digital,PUN-Z15,low,en,25-34
CPT114531,30-01-2026 20:15,Delhi,ERickshaw,fos_field,DEL-Z20,low,en,45+
CPT120124,30-01-2026 20:25,Bangalore,Cab,organic_app,BAN-Z14,mid,en,25-34
CPT111954,30-01-2026 20:26,Pune,Auto,gc_telecalling,PUN-Z20,low,te,35-44
CPT104209,30-01-2026 20:46,Hyderabad,Auto,paid_digital,HYD-Z13,low,en,18-24
CPT107422,30-01-2026 20:47,Hyderabad,Cab,fos_field,HYD-Z13,mid,kn,25-34
CPT123112,30-01-2026 21:20,Delhi,ERickshaw,organic_app,DEL-Z08,low,te,25-34
CPT120345,30-01-2026 21:24,Hyderabad,Cab,organic_app,HYD-Z18,mid,mr,25-34
CPT112357,30-01-2026 21:33,Pune,Cab,organic_app,PUN-Z14,high,mr,45+
CPT119807,30-01-2026 21:39,Pune,ERickshaw,fos_field,PUN-Z07,low,hi,25-34
CPT117072,30-01-2026 21:40,Pune,ERickshaw,gc_telecalling,PUN-Z10,mid,hi,25-34
CPT108542,30-01-2026 21:41,Bangalore,Auto,organic_app,BAN-Z23,low,en,25-34
CPT120055,31-01-2026 06:13,Delhi,Auto,fos_field,DEL-Z16,mid,en,25-34
CPT120404,31-01-2026 06:17,Bangalore,Cab,organic_app,BAN-Z09,low,te,25-34
CPT113735,31-01-2026 06:26,Hyderabad,Cab,fos_field,HYD-Z04,high,hi,25-34
CPT120485,31-01-2026 06:30,Pune,Auto,paid_digital,PUN-Z14,high,te,45+
CPT119284,31-01-2026 06:37,Pune,Auto,referral,PUN-Z10,mid,en,25-34
CPT114596,31-01-2026 06:43,Bangalore,ERickshaw,fos_field,BAN-Z09,low,mr,25-34
CPT108332,31-01-2026 06:44,Bangalore,Cab,referral,BAN-Z03,low,hi,35-44
CPT106713,31-01-2026 06:56,Delhi,ERickshaw,referral,DEL-Z18,low,te,25-34
CPT106856,31-01-2026 07:06,Bangalore,Auto,fos_field,BAN-Z08,mid,mr,35-44
CPT124096,31-01-2026 07:11,Pune,ERickshaw,fos_field,PUN-Z07,low,hi,35-44
CPT120918,31-01-2026 07:19,Bangalore,Cab,paid_digital,BAN-Z04,mid,hi,25-34
CPT113481,31-01-2026 08:00,Bangalore,Auto,referral,BAN-Z03,low,kn,18-24
CPT103850,31-01-2026 08:10,Pune,Auto,fos_field,PUN-Z05,low,kn,25-34
CPT108957,31-01-2026 08:24,Pune,Cab,paid_digital,PUN-Z05,low,te,25-34
CPT122755,31-01-2026 08:31,Pune,Auto,fos_field,PUN-Z13,low,te,25-34
CPT109381,31-01-2026 09:03,Delhi,ERickshaw,fos_field,DEL-Z06,mid,kn,35-44
CPT108695,31-01-2026 09:14,Delhi,ERickshaw,fos_field,DEL-Z15,low,en,25-34
CPT119074,31-01-2026 09:15,Pune,Auto,fos_field,PUN-Z13,low,te,18-24
CPT113589,31-01-2026 09:16,Hyderabad,ERickshaw,organic_app,HYD-Z07,high,en,35-44
CPT117325,31-01-2026 09:47,Pune,Cab,organic_app,PUN-Z20,mid,te,45+
CPT115805,31-01-2026 10:00,Hyderabad,Auto,fos_field,HYD-Z21,mid,te,25-34
CPT106450,31-01-2026 10:03,Delhi,ERickshaw,paid_digital,DEL-Z21,mid,hi,25-34
CPT105522,31-01-2026 10:55,Bangalore,ERickshaw,organic_app,BAN-Z12,low,hi,25-34
CPT107540,31-01-2026 11:07,Delhi,Auto,organic_app,DEL-Z02,mid,mr,35-44
CPT108527,31-01-2026 11:09,Pune,Auto,referral,PUN-Z02,high,te,25-34
CPT113372,31-01-2026 11:12,Hyderabad,Auto,organic_app,HYD-Z09,high,mr,25-34
CPT102168,31-01-2026 11:29,Bangalore,Cab,organic_app,BAN-Z03,low,kn,45+
CPT102836,31-01-2026 11:53,Hyderabad,Auto,referral,HYD-Z08,mid,hi,25-34
CPT116480,31-01-2026 12:13,Hyderabad,ERickshaw,referral,HYD-Z08,mid,te,25-34
CPT121741,31-01-2026 12:30,Pune,Cab,referral,PUN-Z07,high,te,25-34
CPT107592,31-01-2026 12:52,Hyderabad,Auto,referral,HYD-Z12,low,te,18-24
CPT120607,31-01-2026 13:16,Delhi,ERickshaw,gc_telecalling,DEL-Z02,mid,hi,18-24
CPT112385,31-01-2026 13:16,Hyderabad,Cab,fos_field,HYD-Z14,low,en,25-34
CPT123663,31-01-2026 13:27,Delhi,ERickshaw,organic_app,DEL-Z24,low,en,25-34
CPT105721,31-01-2026 13:33,Hyderabad,ERickshaw,organic_app,HYD-Z13,high,hi,25-34
CPT105659,31-01-2026 13:34,Bangalore,Cab,organic_app,BAN-Z05,mid,hi,45+
CPT116365,31-01-2026 13:38,Hyderabad,Cab,organic_app,HYD-Z07,low,kn,25-34
CPT119250,31-01-2026 13:58,Bangalore,Cab,referral,BAN-Z04,mid,te,25-34
CPT116915,31-01-2026 14:54,Hyderabad,Auto,organic_app,HYD-Z11,mid,kn,25-34
CPT107493,31-01-2026 15:18,Pune,Auto,paid_digital,PUN-Z01,low,mr,18-24
CPT105428,31-01-2026 15:29,Hyderabad,Auto,organic_app,HYD-Z16,high,kn,18-24
CPT118798,31-01-2026 15:31,Pune,Cab,organic_app,PUN-Z23,low,en,35-44
CPT118382,31-01-2026 15:32,Pune,Auto,paid_digital,PUN-Z24,mid,mr,18-24
CPT111314,31-01-2026 15:32,Pune,Cab,paid_digital,PUN-Z22,mid,mr,45+
CPT101110,31-01-2026 15:34,Bangalore,Cab,organic_app,BAN-Z18,low,hi,25-34
CPT101460,31-01-2026 15:44,Hyderabad,Auto,organic_app,HYD-Z15,low,en,18-24
CPT114279,31-01-2026 16:17,Bangalore,Cab,organic_app,BAN-Z05,low,hi,35-44
CPT104012,31-01-2026 16:19,Hyderabad,Cab,fos_field,HYD-Z05,mid,hi,25-34
CPT122888,31-01-2026 16:36,Bangalore,Auto,organic_app,BAN-Z15,low,hi,25-34
CPT113816,31-01-2026 16:39,Delhi,ERickshaw,organic_app,DEL-Z21,low,hi,25-34
CPT113443,31-01-2026 16:58,Hyderabad,Auto,paid_digital,HYD-Z24,high,te,25-34
CPT118097,31-01-2026 17:08,Hyderabad,Cab,organic_app,HYD-Z22,mid,en,45+
CPT106850,31-01-2026 17:11,Pune,Cab,organic_app,PUN-Z15,mid,mr,25-34
CPT120802,31-01-2026 17:12,Pune,Auto,referral,PUN-Z15,low,te,25-34
CPT100321,31-01-2026 17:12,Bangalore,Cab,organic_app,BAN-Z20,high,te,25-34
CPT101281,31-01-2026 17:14,Hyderabad,Auto,paid_digital,HYD-Z06,mid,hi,35-44
CPT117021,31-01-2026 17:23,Hyderabad,Auto,gc_telecalling,HYD-Z06,low,hi,35-44
CPT119415,31-01-2026 17:29,Hyderabad,Cab,paid_digital,HYD-Z23,mid,en,45+
CPT117283,31-01-2026 17:37,Bangalore,ERickshaw,referral,BAN-Z03,mid,mr,35-44
CPT115033,31-01-2026 18:12,Bangalore,Cab,paid_digital,BAN-Z04,high,te,25-34
CPT114518,31-01-2026 18:32,Hyderabad,Cab,organic_app,HYD-Z22,low,hi,45+
CPT110825,31-01-2026 19:00,Bangalore,Cab,organic_app,BAN-Z24,high,hi,25-34
CPT122036,31-01-2026 19:16,Hyderabad,Cab,organic_app,HYD-Z02,low,hi,35-44
CPT106773,31-01-2026 19:17,Pune,Cab,referral,PUN-Z15,high,en,25-34
CPT108171,31-01-2026 19:51,Bangalore,Auto,referral,BAN-Z20,mid,kn,25-34
CPT122392,31-01-2026 19:55,Hyderabad,Cab,organic_app,HYD-Z04,low,mr,35-44
CPT104142,31-01-2026 19:56,Hyderabad,Cab,fos_field,HYD-Z12,high,kn,18-24
CPT110480,31-01-2026 19:58,Pune,Auto,gc_telecalling,PUN-Z24,mid,mr,25-34
CPT104051,31-01-2026 20:13,Hyderabad,Cab,organic_app,HYD-Z19,low,en,18-24
CPT103882,31-01-2026 20:21,Bangalore,ERickshaw,fos_field,BAN-Z12,mid,en,18-24
CPT111308,31-01-2026 20:27,Delhi,Auto,organic_app,DEL-Z11,low,kn,25-34
CPT111039,31-01-2026 20:43,Bangalore,Auto,paid_digital,BAN-Z16,mid,te,45+
CPT118556,31-01-2026 20:53,Pune,Auto,organic_app,PUN-Z06,high,hi,25-34
CPT103482,31-01-2026 21:01,Pune,Auto,paid_digital,PUN-Z04,mid,kn,25-34
CPT113097,31-01-2026 21:04,Hyderabad,Auto,fos_field,HYD-Z19,low,hi,45+
CPT123045,31-01-2026 21:08,Bangalore,Cab,fos_field,BAN-Z13,low,kn,18-24
CPT123820,31-01-2026 21:11,Pune,Cab,fos_field,PUN-Z19,high,te,25-34
CPT123948,31-01-2026 21:13,Delhi,Auto,referral,DEL-Z16,mid,hi,25-34
CPT117311,31-01-2026 21:41,Bangalore,Cab,organic_app,BAN-Z19,mid,te,18-24
CPT108990,31-01-2026 21:42,Bangalore,ERickshaw,referral,BAN-Z16,low,kn,35-44
CPT123898,31-01-2026 21:42,Hyderabad,Cab,referral,HYD-Z16,mid,hi,25-34
CPT116666,31-01-2026 21:43,Bangalore,Cab,referral,BAN-Z07,low,en,45+
CPT109735,31-01-2026 21:46,Pune,Auto,gc_telecalling,PUN-Z05,mid,hi,45+
CPT111741,31-01-2026 21:46,Hyderabad,Auto,organic_app,HYD-Z16,mid,hi,35-44
CPT120042,01-02-2026 06:02,Hyderabad,Auto,referral,HYD-Z23,high,en,25-34
CPT100693,01-02-2026 07:36,Hyderabad,Cab,referral,HYD-Z20,mid,te,18-24
CPT119615,01-02-2026 07:43,Hyderabad,Auto,fos_field,HYD-Z11,mid,en,25-34
CPT102338,01-02-2026 08:10,Bangalore,Cab,organic_app,BAN-Z17,low,mr,45+
CPT104379,01-02-2026 08:18,Hyderabad,Cab,paid_digital,HYD-Z22,low,mr,25-34
CPT124408,01-02-2026 08:20,Hyderabad,Auto,organic_app,HYD-Z22,mid,hi,18-24
CPT117951,01-02-2026 08:20,Hyderabad,Auto,fos_field,HYD-Z18,mid,hi,25-34
CPT122883,01-02-2026 08:22,Delhi,Auto,paid_digital,DEL-Z06,mid,en,25-34
CPT113842,01-02-2026 08:28,Bangalore,ERickshaw,fos_field,BAN-Z07,mid,mr,45+
CPT117202,01-02-2026 08:31,Hyderabad,Auto,referral,HYD-Z14,low,kn,45+
CPT109897,01-02-2026 08:36,Delhi,Cab,fos_field,DEL-Z22,mid,te,45+
CPT122499,01-02-2026 08:42,Delhi,Auto,referral,DEL-Z21,high,kn,18-24
CPT100063,01-02-2026 08:50,Hyderabad,Cab,organic_app,HYD-Z01,mid,kn,25-34
CPT118328,01-02-2026 08:55,Hyderabad,Auto,referral,HYD-Z22,low,kn,18-24
CPT123538,01-02-2026 09:05,Hyderabad,Cab,fos_field,HYD-Z19,mid,kn,25-34
CPT103820,01-02-2026 09:06,Delhi,Auto,organic_app,DEL-Z10,low,hi,25-34
CPT123354,01-02-2026 09:18,Delhi,Cab,organic_app,DEL-Z04,high,mr,18-24
CPT114199,01-02-2026 09:19,Hyderabad,Cab,organic_app,HYD-Z08,low,kn,45+
CPT105840,01-02-2026 09:28,Pune,Cab,fos_field,PUN-Z07,low,kn,35-44
CPT111094,01-02-2026 10:04,Hyderabad,Auto,paid_digital,HYD-Z09,mid,hi,18-24
CPT100945,01-02-2026 10:25,Hyderabad,Cab,gc_telecalling,HYD-Z20,high,te,18-24
CPT107166,01-02-2026 10:26,Delhi,ERickshaw,referral,DEL-Z19,mid,te,18-24
CPT115169,01-02-2026 10:55,Hyderabad,Cab,referral,HYD-Z10,low,en,18-24
CPT115181,01-02-2026 10:57,Delhi,ERickshaw,organic_app,DEL-Z23,mid,kn,25-34
CPT110058,01-02-2026 10:58,Delhi,ERickshaw,organic_app,DEL-Z09,low,mr,25-34
CPT113249,01-02-2026 11:14,Bangalore,Auto,referral,BAN-Z04,low,hi,25-34
CPT120297,01-02-2026 11:16,Hyderabad,Cab,organic_app,HYD-Z21,mid,te,25-34
CPT118282,01-02-2026 11:19,Hyderabad,Cab,organic_app,HYD-Z16,mid,mr,25-34
CPT122891,01-02-2026 11:23,Bangalore,Cab,paid_digital,BAN-Z18,mid,hi,45+
CPT106629,01-02-2026 11:39,Pune,ERickshaw,referral,PUN-Z14,mid,te,18-24
CPT113488,01-02-2026 12:08,Bangalore,Auto,organic_app,BAN-Z03,low,mr,18-24
CPT124294,01-02-2026 12:10,Delhi,Auto,organic_app,DEL-Z05,low,kn,25-34
CPT111807,01-02-2026 12:36,Pune,ERickshaw,referral,PUN-Z14,low,kn,18-24
CPT115746,01-02-2026 12:38,Pune,Auto,organic_app,PUN-Z08,low,te,35-44
CPT116046,01-02-2026 12:45,Hyderabad,ERickshaw,referral,HYD-Z10,low,mr,35-44
CPT122782,01-02-2026 12:48,Hyderabad,Cab,referral,HYD-Z24,mid,kn,35-44
CPT119237,01-02-2026 12:48,Bangalore,Auto,referral,BAN-Z13,low,hi,18-24
CPT103995,01-02-2026 12:56,Bangalore,Cab,fos_field,BAN-Z18,low,kn,45+
CPT109751,01-02-2026 12:56,Hyderabad,Cab,referral,HYD-Z05,low,en,25-34
CPT113784,01-02-2026 12:59,Delhi,ERickshaw,fos_field,DEL-Z04,low,te,35-44
CPT108738,01-02-2026 13:36,Bangalore,Cab,organic_app,BAN-Z13,mid,te,35-44
CPT112090,01-02-2026 13:37,Delhi,Auto,organic_app,DEL-Z08,mid,hi,25-34
CPT122274,01-02-2026 13:52,Pune,Auto,fos_field,PUN-Z08,low,te,35-44
CPT118544,01-02-2026 14:05,Pune,Auto,fos_field,PUN-Z11,mid,en,35-44
CPT109490,01-02-2026 14:06,Pune,ERickshaw,referral,PUN-Z20,low,kn,35-44
CPT122114,01-02-2026 14:28,Bangalore,Cab,gc_telecalling,BAN-Z13,mid,kn,45+
CPT121620,01-02-2026 14:34,Bangalore,Cab,paid_digital,BAN-Z10,low,en,18-24
CPT124662,01-02-2026 14:44,Bangalore,Cab,referral,BAN-Z08,mid,te,25-34
CPT111407,01-02-2026 15:07,Delhi,Auto,fos_field,DEL-Z10,low,en,25-34
CPT100055,01-02-2026 15:11,Pune,Cab,organic_app,PUN-Z01,low,en,35-44
CPT110363,01-02-2026 15:24,Delhi,Auto,paid_digital,DEL-Z03,low,hi,25-34
CPT107211,01-02-2026 15:58,Hyderabad,Cab,organic_app,HYD-Z19,low,mr,25-34
CPT114629,01-02-2026 16:07,Bangalore,Auto,fos_field,BAN-Z04,low,mr,25-34
CPT102669,01-02-2026 16:07,Pune,Auto,fos_field,PUN-Z19,mid,hi,25-34
CPT105408,01-02-2026 16:10,Delhi,Cab,gc_telecalling,DEL-Z08,high,te,25-34
CPT113188,01-02-2026 16:33,Delhi,Auto,fos_field,DEL-Z16,mid,en,45+
CPT112425,01-02-2026 16:39,Hyderabad,Cab,gc_telecalling,HYD-Z07,low,en,18-24
CPT102629,01-02-2026 16:41,Pune,Auto,fos_field,PUN-Z18,low,hi,35-44
CPT121921,01-02-2026 16:51,Pune,Auto,organic_app,PUN-Z22,mid,en,18-24
CPT124923,01-02-2026 16:51,Hyderabad,Auto,fos_field,HYD-Z08,low,en,25-34
CPT106891,01-02-2026 16:56,Hyderabad,Cab,gc_telecalling,HYD-Z07,mid,te,18-24
CPT112061,01-02-2026 17:00,Bangalore,Auto,fos_field,BAN-Z19,mid,te,45+
CPT104782,01-02-2026 17:32,Hyderabad,ERickshaw,fos_field,HYD-Z09,low,te,45+
CPT118640,01-02-2026 17:35,Bangalore,Auto,organic_app,BAN-Z18,high,te,18-24
CPT110238,01-02-2026 17:45,Delhi,Cab,gc_telecalling,DEL-Z03,mid,hi,35-44
CPT117182,01-02-2026 17:54,Delhi,Auto,organic_app,DEL-Z19,low,hi,18-24
CPT112621,01-02-2026 17:59,Delhi,ERickshaw,organic_app,DEL-Z04,mid,mr,25-34
CPT100112,01-02-2026 18:01,Bangalore,Cab,gc_telecalling,BAN-Z05,mid,mr,25-34
CPT114738,01-02-2026 18:02,Bangalore,Auto,paid_digital,BAN-Z14,mid,en,25-34
CPT107375,01-02-2026 18:11,Hyderabad,Cab,fos_field,HYD-Z13,mid,en,35-44
CPT102804,01-02-2026 18:25,Delhi,ERickshaw,paid_digital,DEL-Z16,low,mr,35-44
CPT102400,01-02-2026 18:26,Hyderabad,ERickshaw,referral,HYD-Z18,mid,en,25-34
CPT123586,01-02-2026 18:50,Delhi,ERickshaw,fos_field,DEL-Z01,low,kn,25-34
CPT116978,01-02-2026 18:50,Delhi,Auto,fos_field,DEL-Z07,low,te,45+
CPT103639,01-02-2026 18:58,Hyderabad,ERickshaw,fos_field,HYD-Z04,mid,kn,25-34
CPT118943,01-02-2026 19:30,Bangalore,ERickshaw,gc_telecalling,BAN-Z08,mid,hi,25-34
CPT101698,01-02-2026 19:50,Hyderabad,Auto,fos_field,HYD-Z13,mid,kn,25-34
CPT105433,01-02-2026 19:53,Hyderabad,Auto,organic_app,HYD-Z22,low,en,45+
CPT115853,01-02-2026 19:55,Hyderabad,Cab,referral,HYD-Z10,mid,mr,35-44
CPT104011,01-02-2026 20:03,Bangalore,Cab,organic_app,BAN-Z19,mid,kn,25-34
CPT102137,01-02-2026 20:37,Hyderabad,Cab,organic_app,HYD-Z03,low,te,25-34
CPT114251,01-02-2026 20:39,Hyderabad,Auto,fos_field,HYD-Z13,low,hi,35-44
CPT114642,01-02-2026 20:55,Bangalore,Cab,paid_digital,BAN-Z11,high,en,45+
CPT123149,01-02-2026 21:00,Delhi,Cab,fos_field,DEL-Z20,high,kn,25-34
